,Total Yards,Made,Quarter,Time,Down,Kicker id,Kicker Name,Kicking Team,Weather_Condition,Humidity,Temperature,Wind,Stadium,Grass Type,Stadium Type
222,38,1,3,06:32,4,00-0026968,R.Succop,KC,Overcast,60,39,,Arrowhead Stadium,Grass,Open
223,28,1,4,11:13,4,00-0025565,N.Folk,DAL,Overcast,60,39,,Arrowhead Stadium,Grass,Open
224,25,1,2,00:06,1,00-0019778,L.Tynes,NYG,Fair,46,61,,MetLife Stadium,Fieldturf,Open
225,33,1,3,07:07,4,00-0019778,L.Tynes,NYG,Fair,46,61,,MetLife Stadium,Fieldturf,Open
226,37,1,4,11:43,4,00-0019778,L.Tynes,NYG,Fair,46,61,,MetLife Stadium,Fieldturf,Open
227,44,1,4,12:12,4,00-0000108,D.Akers,PHI,Partly Cloudy,44,62,,Lincoln Financial Field,Desso GrassMaster,Open
228,29,1,2,07:41,4,00-0021940,Josh.Brown,STL,Partly Cloudy,52,45,,Edward Jones Dome,Fieldturf,Dome
229,47,1,2,05:40,4,00-0010072,R.Longwell,MIN,Partly Cloudy,52,45,,Edward Jones Dome,Fieldturf,Dome
230,39,1,2,11:11,4,00-0011970,J.Nedney,SF,Overcast,67,58,,Candlestick Park,Kentucky Bluegrass,Open
231,48,0,3,13:01,4,00-0011970,J.Nedney,SF,Overcast,67,58,,Candlestick Park,Kentucky Bluegrass,Open
232,40,1,3,05:59,4,00-0004811,J.Elam,ATL,Overcast,67,58,,Candlestick Park,Kentucky Bluegrass,Open
233,48,0,1,11:05,4,00-0023853,M.Prater,DEN,Overcast with Haze,80,28,,Broncos Stadium at Mile High,Grass,Open
234,53,1,1,03:56,4,00-0024333,S.Gostkowski,NE,Overcast with Haze,80,28,,Broncos Stadium at Mile High,Grass,Open
235,24,1,3,07:25,4,00-0023853,M.Prater,DEN,Overcast with Haze,80,28,,Broncos Stadium at Mile High,Grass,Open
236,40,0,3,05:20,4,00-0024333,S.Gostkowski,NE,Overcast with Haze,80,28,,Broncos Stadium at Mile High,Grass,Open
237,41,1,5,10:15,4,00-0023853,M.Prater,DEN,Overcast with Haze,80,28,,Broncos Stadium at Mile High,Grass,Open
238,47,1,1,06:24,4,00-0010373,O.Mare,SEA,Fair,26,54,,CenturyLink Field,Fieldturf,Open
239,27,1,2,08:03,4,00-0010373,O.Mare,SEA,Fair,26,54,,CenturyLink Field,Fieldturf,Open
240,49,1,1,04:25,4,00-0020962,R.Bironas,TEN,Mostly Cloudy,67,60,,Nissan Stadium,419 Tifway Bermuda Grass,Open
241,43,1,1,00:33,4,00-0020962,R.Bironas,TEN,Mostly Cloudy,67,60,,Nissan Stadium,419 Tifway Bermuda Grass,Open
242,46,1,2,01:09,4,00-0020962,R.Bironas,TEN,Mostly Cloudy,67,60,,Nissan Stadium,419 Tifway Bermuda Grass,Open
243,23,1,4,07:37,4,00-0016919,A.Vinatieri,IND,Mostly Cloudy,67,60,,Nissan Stadium,419 Tifway Bermuda Grass,Open
244,35,1,1,01:02,4,00-0026003,D.Carpenter,MIA,Fair,63,84,,Hard Rock Stadium,Grass,Open
245,40,1,2,02:12,4,00-0019770,J.Feely,NYJ,Fair,63,84,,Hard Rock Stadium,Grass,Open
246,43,1,2,00:08,3,00-0019770,J.Feely,NYJ,Fair,63,84,,Hard Rock Stadium,Grass,Open
247,50,1,2,00:03,2,00-0019536,S.Graham,CIN,Fair,52,48,,Paul Brown Stadium,-,Open
248,46,1,2,07:27,4,00-0025580,M.Crosby,GB,Fair,74,43,,Lambeau Field,Desso GrassMaster,Open
249,28,1,2,02:00,4,00-0025580,M.Crosby,GB,Fair,74,43,,Lambeau Field,Desso GrassMaster,Open
250,31,1,2,00:09,4,00-0025580,M.Crosby,GB,Fair,74,43,,Lambeau Field,Desso GrassMaster,Open
251,26,1,3,07:46,4,00-0025580,M.Crosby,GB,Fair,74,43,,Lambeau Field,Desso GrassMaster,Open
252,52,1,2,00:42,4,00-0021940,Josh.Brown,STL,A Few Clouds,48,59,,TIAA Bank Field,419 Tifway Bermuda Grass,Open
253,58,0,2,00:05,1,00-0022874,J.Scobee,JAC,A Few Clouds,48,59,,TIAA Bank Field,419 Tifway Bermuda Grass,Open
254,27,1,4,00:07,3,00-0021940,Josh.Brown,STL,A Few Clouds,48,59,,TIAA Bank Field,419 Tifway Bermuda Grass,Open
255,36,1,5,08:04,4,00-0022874,J.Scobee,JAC,A Few Clouds,48,59,,TIAA Bank Field,419 Tifway Bermuda Grass,Open
256,29,1,2,00:06,2,00-0025944,S.Hauschka,BAL,Mostly Cloudy,61,48,,Hubert H. Humphrey Metrodome,Fieldturf,Dome
257,40,1,3,07:20,4,00-0010072,R.Longwell,MIN,Mostly Cloudy,61,48,,Hubert H. Humphrey Metrodome,Fieldturf,Dome
258,22,1,3,02:05,4,00-0010072,R.Longwell,MIN,Mostly Cloudy,61,48,,Hubert H. Humphrey Metrodome,Fieldturf,Dome
259,29,1,4,06:05,4,00-0010072,R.Longwell,MIN,Mostly Cloudy,61,48,,Hubert H. Humphrey Metrodome,Fieldturf,Dome
260,31,1,4,02:00,4,00-0010072,R.Longwell,MIN,Mostly Cloudy,61,48,,Hubert H. Humphrey Metrodome,Fieldturf,Dome
261,44,0,4,00:02,4,00-0025944,S.Hauschka,BAL,Mostly Cloudy,61,48,,Hubert H. Humphrey Metrodome,Fieldturf,Dome
262,49,1,1,00:08,4,00-0019778,L.Tynes,NYG,Fair,51,58,,Mercedes-Benz Superdome,Fieldturf,Dome
263,38,1,4,12:13,4,00-0019778,L.Tynes,NYG,Fair,51,58,,Mercedes-Benz Superdome,Fieldturf,Dome
264,32,1,2,00:10,4,00-0020737,J.Reed,PIT,Partly Cloudy,73,42,,Heinz Field,Desso Grassmaster,Open
265,39,1,4,05:47,4,00-0020737,J.Reed,PIT,Partly Cloudy,73,42,,Heinz Field,Desso Grassmaster,Open
266,43,0,1,00:15,4,00-0023728,S.Andrus,TB,A Few Clouds,54,64,,Raymond James Stadium,Grass,Open
267,39,1,2,05:39,4,00-0026968,R.Succop,KC,Overcast,89,44,,FedExField,Grass,Open
268,40,1,3,11:22,4,00-0023001,S.Suisham,WAS,Overcast,89,44,,FedExField,Grass,Open
269,28,1,3,06:06,4,00-0023001,S.Suisham,WAS,Overcast,89,44,,FedExField,Grass,Open
270,46,1,3,01:12,4,00-0026968,R.Succop,KC,Overcast,89,44,,FedExField,Grass,Open
271,46,1,4,03:41,4,00-0026968,R.Succop,KC,Overcast,89,44,,FedExField,Grass,Open
272,24,1,4,00:41,4,00-0026968,R.Succop,KC,Overcast,89,44,,FedExField,Grass,Open
273,43,0,1,07:02,4,00-0000108,D.Akers,PHI,Mostly Cloudy,75,62,,Oakland–Alameda County Coliseum,Bluegrass,Open
274,45,1,1,02:32,4,00-0000108,D.Akers,PHI,Mostly Cloudy,75,62,,Oakland–Alameda County Coliseum,Bluegrass,Open
275,29,1,2,07:50,4,00-0019646,S.Janikowski,OAK,Mostly Cloudy,75,62,,Oakland–Alameda County Coliseum,Bluegrass,Open
276,43,1,2,00:10,3,00-0000108,D.Akers,PHI,Mostly Cloudy,75,62,,Oakland–Alameda County Coliseum,Bluegrass,Open
277,47,0,3,11:30,4,00-0000108,D.Akers,PHI,Mostly Cloudy,75,62,,Oakland–Alameda County Coliseum,Bluegrass,Open
278,46,1,4,10:35,4,00-0019646,S.Janikowski,OAK,Mostly Cloudy,75,62,,Oakland–Alameda County Coliseum,Bluegrass,Open
279,45,1,4,06:10,4,00-0000108,D.Akers,PHI,Mostly Cloudy,75,62,,Oakland–Alameda County Coliseum,Bluegrass,Open
280,29,1,2,13:42,4,00-0019676,N.Rackers,ARI,Overcast,75,60,,CenturyLink Field,Fieldturf,Open
281,28,1,2,04:00,4,00-0010373,O.Mare,SEA,Overcast,75,60,,CenturyLink Field,Fieldturf,Open
282,31,1,4,06:09,4,00-0019676,N.Rackers,ARI,Overcast,75,60,,CenturyLink Field,Fieldturf,Open
283,39,0,1,10:30,4,00-0024333,S.Gostkowski,NE,Rain Fog/Mist,93,40,,Gillette Stadium,Fieldturf,Open
284,33,1,1,00:51,4,00-0024333,S.Gostkowski,NE,Rain Fog/Mist,93,40,,Gillette Stadium,Fieldturf,Open
285,33,1,1,07:22,4,00-0019310,R.Lindell,BUF,Overcast,76,44,,MetLife Stadium,Fieldturf,Open
286,23,1,1,00:39,4,00-0019770,J.Feely,NYJ,Overcast,76,44,,MetLife Stadium,Fieldturf,Open
287,41,1,2,09:50,4,00-0019770,J.Feely,NYJ,Overcast,76,44,,MetLife Stadium,Fieldturf,Open
288,44,0,2,00:04,4,00-0019770,J.Feely,NYJ,Overcast,76,44,,MetLife Stadium,Fieldturf,Open
289,25,1,3,07:50,4,00-0019310,R.Lindell,BUF,Overcast,76,44,,MetLife Stadium,Fieldturf,Open
290,46,0,4,00:04,2,00-0019310,R.Lindell,BUF,Overcast,76,44,,MetLife Stadium,Fieldturf,Open
291,47,1,5,02:49,4,00-0019310,R.Lindell,BUF,Overcast,76,44,,MetLife Stadium,Fieldturf,Open
292,20,1,1,04:53,4,00-0022737,N.Kaeding,SD,Overcast,61,70,,Qualcomm Stadium,Grass,Open
293,34,1,2,07:59,4,00-0023853,M.Prater,DEN,Overcast,61,70,,Qualcomm Stadium,Grass,Open
294,44,1,2,02:22,4,00-0022737,N.Kaeding,SD,Overcast,61,70,,Qualcomm Stadium,Grass,Open
295,54,0,2,00:03,3,00-0023853,M.Prater,DEN,Overcast,61,70,,Qualcomm Stadium,Grass,Open
296,50,1,3,08:02,4,00-0022737,N.Kaeding,SD,Overcast,61,70,,Qualcomm Stadium,Grass,Open
297,29,1,4,13:08,4,00-0023853,M.Prater,DEN,Overcast,61,70,,Qualcomm Stadium,Grass,Open
298,55,0,4,01:08,4,00-0022737,N.Kaeding,SD,Overcast,61,70,,Qualcomm Stadium,Grass,Open
299,29,1,2,01:15,4,00-0019536,S.Graham,CIN,Fair,67,55,,Paul Brown Stadium,-,Open
300,22,1,2,00:01,1,00-0023252,R.Gould,CHI,Fair,67,55,,Paul Brown Stadium,-,Open
301,22,1,2,15:00,4,00-0020972,B.Cundiff,CLE,Overcast,51,54,,FirstEnergy Stadium,Kentucky Bluegrass,Open
302,55,0,3,10:28,4,00-0025580,M.Crosby,GB,Overcast,51,54,,FirstEnergy Stadium,Kentucky Bluegrass,Open
303,18,1,3,03:36,4,00-0025580,M.Crosby,GB,Overcast,51,54,,FirstEnergy Stadium,Kentucky Bluegrass,Open
304,50,1,4,07:21,4,00-0001980,K.Brown,HOU,Partly Cloudy,56,79,,NRG Stadium,Grass,Open
305,20,1,2,09:52,4,00-0022737,N.Kaeding,SD,Fair,64,59,,Arrowhead Stadium,Grass,Open
306,43,0,2,03:11,4,00-0022737,N.Kaeding,SD,Fair,64,59,,Arrowhead Stadium,Grass,Open
307,43,0,2,01:11,4,00-0026968,R.Succop,KC,Fair,64,59,,Arrowhead Stadium,Grass,Open
308,39,1,2,00:06,2,00-0022737,N.Kaeding,SD,Fair,64,59,,Arrowhead Stadium,Grass,Open
309,19,1,4,11:40,4,00-0022737,N.Kaeding,SD,Fair,64,59,,Arrowhead Stadium,Grass,Open
310,39,1,1,00:09,4,00-0020737,J.Reed,PIT,Fair,56,51,,Heinz Field,Desso Grassmaster,Open
311,27,1,3,11:09,4,00-0020737,J.Reed,PIT,Fair,56,51,,Heinz Field,Desso Grassmaster,Open
312,18,1,3,04:47,4,00-0010072,R.Longwell,MIN,Fair,56,51,,Heinz Field,Desso Grassmaster,Open
313,30,1,1,05:30,4,00-0021940,Josh.Brown,STL,Partly Cloudy,58,61,,Edward Jones Dome,Fieldturf,Dome
314,45,1,3,05:13,4,00-0021940,Josh.Brown,STL,Partly Cloudy,58,61,,Edward Jones Dome,Fieldturf,Dome
315,43,0,2,13:53,4,00-0009028,J.Kasay,CAR,Mostly Cloudy,54,59,,Bank of America Stadium,Grass,Open
316,39,0,2,00:00,4,00-0009028,J.Kasay,CAR,Mostly Cloudy,54,59,,Bank of America Stadium,Grass,Open
317,29,1,4,09:54,4,00-0019310,R.Lindell,BUF,Mostly Cloudy,54,59,,Bank of America Stadium,Grass,Open
318,22,1,4,02:00,4,00-0019310,R.Lindell,BUF,Mostly Cloudy,54,59,,Bank of America Stadium,Grass,Open
319,39,1,2,00:07,1,00-0019770,J.Feely,NYJ,A Few Clouds,63,67,,Oakland–Alameda County Coliseum,Bluegrass,Open
320,38,0,4,11:19,4,00-0019770,J.Feely,NYJ,A Few Clouds,63,67,,Oakland–Alameda County Coliseum,Bluegrass,Open
321,38,1,2,11:08,4,00-0025565,N.Folk,DAL,Overcast,78,73,,AT&T Stadium,RealGrass Matrix,Open
322,46,1,4,10:15,4,00-0025565,N.Folk,DAL,Overcast,78,73,,AT&T Stadium,RealGrass Matrix,Open
323,34,1,4,02:26,4,00-0025565,N.Folk,DAL,Overcast,78,73,,AT&T Stadium,RealGrass Matrix,Open
324,46,1,1,05:10,4,00-0002655,J.Carney,NO,Fair,59,86,,Hard Rock Stadium,Grass,Open
325,32,1,2,11:25,4,00-0026003,D.Carpenter,MIA,Fair,59,86,,Hard Rock Stadium,Grass,Open
326,49,0,2,05:19,4,00-0002655,J.Carney,NO,Fair,59,86,,Hard Rock Stadium,Grass,Open
327,33,1,3,06:04,4,00-0026003,D.Carpenter,MIA,Fair,59,86,,Hard Rock Stadium,Grass,Open
328,20,1,4,03:27,4,00-0002655,J.Carney,NO,Fair,59,86,,Hard Rock Stadium,Grass,Open
329,30,1,2,00:20,4,00-0019676,N.Rackers,ARI,Fair,44,58,,MetLife Stadium,Fieldturf,Open
330,20,1,4,08:28,4,00-0019778,L.Tynes,NYG,Fair,44,58,,MetLife Stadium,Fieldturf,Open
331,47,1,2,13:31,4,00-0000108,D.Akers,PHI,Fair,78,55,,FedExField,Grass,Open
332,44,1,2,04:13,4,00-0000108,D.Akers,PHI,Fair,78,55,,FedExField,Grass,Open
333,47,1,2,00:06,1,00-0023001,S.Suisham,WAS,Fair,78,55,,FedExField,Grass,Open
334,43,1,1,01:02,4,00-0025944,S.Hauschka,BAL,Light Rain,91,50,,M&T Bank Stadium,419 Tifway Bermuda Grass,Open
335,35,1,2,05:03,4,00-0025944,S.Hauschka,BAL,Light Rain,91,50,,M&T Bank Stadium,419 Tifway Bermuda Grass,Open
336,31,1,3,04:59,4,00-0025944,S.Hauschka,BAL,Light Rain,91,50,,M&T Bank Stadium,419 Tifway Bermuda Grass,Open
337,42,1,2,14:53,4,00-0001980,K.Brown,HOU,Mostly Cloudy,50,48,,New Era Field,A-Turf Titan,Open
338,22,1,2,02:21,4,00-0001980,K.Brown,HOU,Mostly Cloudy,50,48,,New Era Field,A-Turf Titan,Open
339,21,1,2,00:21,4,00-0019310,R.Lindell,BUF,Mostly Cloudy,50,48,,New Era Field,A-Turf Titan,Open
340,26,1,3,07:08,4,00-0001980,K.Brown,HOU,Mostly Cloudy,50,48,,New Era Field,A-Turf Titan,Open
341,37,1,1,02:25,4,00-0023252,R.Gould,CHI,Mostly Cloudy,48,48,,Soldier Field,Grass,Open
342,29,1,1,01:18,4,00-0023252,R.Gould,CHI,Mostly Cloudy,48,48,,Soldier Field,Grass,Open
343,32,1,2,08:48,4,00-0023252,R.Gould,CHI,Mostly Cloudy,48,48,,Soldier Field,Grass,Open
344,43,1,1,07:03,4,00-0010373,O.Mare,SEA,Clear,38,72,,AT&T Stadium,RealGrass Matrix,Open
345,48,0,2,05:19,4,00-0025565,N.Folk,DAL,Clear,38,72,,AT&T Stadium,RealGrass Matrix,Open
346,40,1,4,11:03,4,00-0025565,N.Folk,DAL,Clear,38,72,,AT&T Stadium,RealGrass Matrix,Open
347,41,1,1,04:01,4,00-0021940,Josh.Brown,STL,Overcast,54,45,,Ford Field,Fieldturf,Dome
348,37,1,1,05:09,4,00-0025580,M.Crosby,GB,A Few Clouds,63,44,,Lambeau Field,Desso GrassMaster,Open
349,41,1,2,00:13,4,00-0010072,R.Longwell,MIN,A Few Clouds,63,44,,Lambeau Field,Desso GrassMaster,Open
350,26,1,3,08:31,4,00-0025580,M.Crosby,GB,A Few Clouds,63,44,,Lambeau Field,Desso GrassMaster,Open
351,51,0,4,05:43,4,00-0025580,M.Crosby,GB,A Few Clouds,63,44,,Lambeau Field,Desso GrassMaster,Open
352,38,1,1,03:21,4,00-0015784,M.Stover,IND,Fair,46,49,,Lucas Oil Stadium,Fieldturf,Dome
353,33,1,2,14:55,4,00-0015784,M.Stover,IND,Fair,46,49,,Lucas Oil Stadium,Fieldturf,Dome
354,31,1,2,00:06,1,00-0015784,M.Stover,IND,Fair,46,49,,Lucas Oil Stadium,Fieldturf,Dome
355,40,1,3,09:40,4,00-0015784,M.Stover,IND,Fair,46,49,,Lucas Oil Stadium,Fieldturf,Dome
356,23,1,2,12:25,4,00-0019770,J.Feely,NYJ,Fair,49,54,,MetLife Stadium,Fieldturf,Open
357,48,1,2,02:00,4,00-0026003,D.Carpenter,MIA,Fair,49,54,,MetLife Stadium,Fieldturf,Open
358,55,1,3,10:29,4,00-0019770,J.Feely,NYJ,Fair,49,54,,MetLife Stadium,Fieldturf,Open
359,48,1,2,00:15,3,00-0019646,S.Janikowski,OAK,Fair,24,79,,Qualcomm Stadium,Grass,Open
360,41,1,3,09:13,4,00-0019646,S.Janikowski,OAK,Fair,24,79,,Qualcomm Stadium,Grass,Open
361,28,1,4,12:42,4,00-0019646,S.Janikowski,OAK,Fair,24,79,,Qualcomm Stadium,Grass,Open
362,28,1,4,04:46,4,00-0022737,N.Kaeding,SD,Fair,24,79,,Qualcomm Stadium,Grass,Open
363,48,1,1,07:51,4,00-0020962,R.Bironas,TEN,Fair,38,60,,Nissan Stadium,419 Tifway Bermuda Grass,Open
364,25,1,2,05:53,4,00-0020962,R.Bironas,TEN,Fair,38,60,,Nissan Stadium,419 Tifway Bermuda Grass,Open
365,45,1,3,05:05,4,00-0020962,R.Bironas,TEN,Fair,38,60,,Nissan Stadium,419 Tifway Bermuda Grass,Open
366,35,1,4,11:45,4,00-0009028,J.Kasay,CAR,Clear,17,81,,State Farm Stadium,Grass,Dome
367,31,1,4,02:45,4,00-0009028,J.Kasay,CAR,Clear,17,81,,State Farm Stadium,Grass,Dome
368,30,1,2,14:54,4,00-0000108,D.Akers,PHI,Mostly Cloudy,59,54,,Lincoln Financial Field,Desso GrassMaster,Open
369,35,1,3,14:05,4,00-0000108,D.Akers,PHI,Mostly Cloudy,59,54,,Lincoln Financial Field,Desso GrassMaster,Open
370,42,1,3,05:13,4,00-0019778,L.Tynes,NYG,Mostly Cloudy,59,54,,Lincoln Financial Field,Desso GrassMaster,Open
371,47,0,4,09:41,4,00-0019778,L.Tynes,NYG,Mostly Cloudy,59,54,,Lincoln Financial Field,Desso GrassMaster,Open
372,34,0,2,07:37,4,00-0004811,J.Elam,ATL,Fair,57,69,,Mercedes-Benz Superdome,Fieldturf,Dome
373,51,0,2,00:04,2,00-0004811,J.Elam,ATL,Fair,57,69,,Mercedes-Benz Superdome,Fieldturf,Dome
374,37,0,3,08:33,4,00-0002655,J.Carney,NO,Fair,57,69,,Mercedes-Benz Superdome,Fieldturf,Dome
375,25,1,4,11:36,4,00-0004811,J.Elam,ATL,Fair,57,69,,Mercedes-Benz Superdome,Fieldturf,Dome
376,40,1,4,00:31,4,00-0004811,J.Elam,ATL,Fair,57,69,,Mercedes-Benz Superdome,Fieldturf,Dome
377,48,1,2,06:02,4,00-0023001,S.Suisham,WAS,Partly Cloudy,47,69,,Georgia Dome,Fieldturf,Dome
378,33,1,2,00:05,4,00-0004811,J.Elam,ATL,Partly Cloudy,47,69,,Georgia Dome,Fieldturf,Dome
379,43,1,2,00:02,2,00-0019676,N.Rackers,ARI,Mostly Cloudy,73,62,,Soldier Field,Grass,Open
380,30,1,3,07:51,4,00-0019676,N.Rackers,ARI,Mostly Cloudy,73,62,,Soldier Field,Grass,Open
381,23,1,2,07:50,4,00-0019536,S.Graham,CIN,Fair,47,66,,Paul Brown Stadium,-,Open
382,38,0,4,06:17,4,00-0025944,S.Hauschka,BAL,Fair,47,66,,Paul Brown Stadium,-,Open
383,22,1,1,04:02,4,00-0015784,M.Stover,IND,Fair,54,65,,Lucas Oil Stadium,Fieldturf,Dome
384,37,1,2,12:55,4,00-0015784,M.Stover,IND,Fair,54,65,,Lucas Oil Stadium,Fieldturf,Dome
385,56,1,2,00:02,4,00-0001980,K.Brown,HOU,Fair,54,65,,Lucas Oil Stadium,Fieldturf,Dome
386,42,0,4,00:01,3,00-0001980,K.Brown,HOU,Fair,54,65,,Lucas Oil Stadium,Fieldturf,Dome
387,45,1,1,09:59,4,00-0026968,R.Succop,KC,Partly Cloudy,44,79,,TIAA Bank Field,419 Tifway Bermuda Grass,Open
388,53,0,2,12:43,4,00-0022874,J.Scobee,JAC,Partly Cloudy,44,79,,TIAA Bank Field,419 Tifway Bermuda Grass,Open
389,21,1,2,02:42,4,00-0026968,R.Succop,KC,Partly Cloudy,44,79,,TIAA Bank Field,419 Tifway Bermuda Grass,Open
390,56,0,2,00:05,3,00-0026968,R.Succop,KC,Partly Cloudy,44,79,,TIAA Bank Field,419 Tifway Bermuda Grass,Open
391,27,1,3,00:52,4,00-0022874,J.Scobee,JAC,Partly Cloudy,44,79,,TIAA Bank Field,419 Tifway Bermuda Grass,Open
392,52,1,1,09:40,4,00-0026003,D.Carpenter,MIA,Fair,42,65,,Gillette Stadium,Fieldturf,Open
393,30,1,2,09:09,4,00-0024333,S.Gostkowski,NE,Fair,42,65,,Gillette Stadium,Fieldturf,Open
394,38,1,2,02:48,4,00-0024333,S.Gostkowski,NE,Fair,42,65,,Gillette Stadium,Fieldturf,Open
395,34,1,2,00:01,4,00-0024333,S.Gostkowski,NE,Fair,42,65,,Gillette Stadium,Fieldturf,Open
396,40,1,4,01:14,4,00-0024333,S.Gostkowski,NE,Fair,42,65,,Gillette Stadium,Fieldturf,Open
397,45,0,2,13:29,4,00-0026138,C.Barth,TB,Mostly Cloudy,51,81,,Raymond James Stadium,Grass,Open
398,38,1,2,00:11,3,00-0026138,C.Barth,TB,Mostly Cloudy,51,81,,Raymond James Stadium,Grass,Open
399,23,1,2,13:44,4,00-0002655,J.Carney,NO,Fair,79,71,,Mercedes-Benz Superdome,Fieldturf,Dome
400,32,1,2,05:34,4,00-0009028,J.Kasay,CAR,Fair,79,71,,Mercedes-Benz Superdome,Fieldturf,Dome
401,25,1,2,00:08,4,00-0002655,J.Carney,NO,Fair,79,71,,Mercedes-Benz Superdome,Fieldturf,Dome
402,25,1,3,03:30,4,00-0009028,J.Kasay,CAR,Fair,79,71,,Mercedes-Benz Superdome,Fieldturf,Dome
403,40,1,4,04:41,4,00-0002655,J.Carney,NO,Fair,79,71,,Mercedes-Benz Superdome,Fieldturf,Dome
404,34,0,1,06:37,4,00-0006800,J.Hanson,DET,Overcast,77,50,,CenturyLink Field,Fieldturf,Open
405,41,1,1,00:47,4,00-0006800,J.Hanson,DET,Overcast,77,50,,CenturyLink Field,Fieldturf,Open
406,37,1,2,03:05,4,00-0010373,O.Mare,SEA,Overcast,77,50,,CenturyLink Field,Fieldturf,Open
407,37,1,2,00:06,1,00-0010373,O.Mare,SEA,Overcast,77,50,,CenturyLink Field,Fieldturf,Open
408,24,1,3,09:27,4,00-0010373,O.Mare,SEA,Overcast,77,50,,CenturyLink Field,Fieldturf,Open
409,20,1,4,10:12,4,00-0010373,O.Mare,SEA,Overcast,77,50,,CenturyLink Field,Fieldturf,Open
410,50,1,4,08:09,4,00-0006800,J.Hanson,DET,Overcast,77,50,,CenturyLink Field,Fieldturf,Open
411,38,1,4,14:14,4,00-0019778,L.Tynes,NYG,Fair,35,71,,MetLife Stadium,Fieldturf,Open
412,22,1,4,02:11,4,00-0019778,L.Tynes,NYG,Fair,35,71,,MetLife Stadium,Fieldturf,Open
413,40,1,1,08:41,4,00-0011970,J.Nedney,SF,Partly Cloudy,58,62,,Candlestick Park,Kentucky Bluegrass,Open
414,21,1,1,06:00,4,00-0020962,R.Bironas,TEN,Partly Cloudy,58,62,,Candlestick Park,Kentucky Bluegrass,Open
415,25,1,4,10:59,4,00-0011970,J.Nedney,SF,Partly Cloudy,58,62,,Candlestick Park,Kentucky Bluegrass,Open
416,28,1,4,03:09,4,00-0020962,R.Bironas,TEN,Partly Cloudy,58,62,,Candlestick Park,Kentucky Bluegrass,Open
417,45,1,2,11:42,4,00-0000108,D.Akers,PHI,Fair,70,58,,Lincoln Financial Field,Desso GrassMaster,Open
418,48,1,2,01:42,4,00-0000108,D.Akers,PHI,Fair,70,58,,Lincoln Financial Field,Desso GrassMaster,Open
419,22,1,2,00:07,4,00-0025565,N.Folk,DAL,Fair,70,58,,Lincoln Financial Field,Desso GrassMaster,Open
420,33,1,4,14:56,4,00-0025565,N.Folk,DAL,Fair,70,58,,Lincoln Financial Field,Desso GrassMaster,Open
421,52,1,4,04:33,4,00-0000108,D.Akers,PHI,Fair,70,58,,Lincoln Financial Field,Desso GrassMaster,Open
422,40,1,1,10:28,4,00-0023853,M.Prater,DEN,A Few Clouds,40,50,,Broncos Stadium at Mile High,Grass,Open
423,39,0,1,07:55,4,00-0011970,J.Nedney,SF,A Few Clouds,52,60,,Candlestick Park,Kentucky Bluegrass,Open
424,50,1,2,00:06,2,00-0023252,R.Gould,CHI,A Few Clouds,52,60,,Candlestick Park,Kentucky Bluegrass,Open
425,38,1,3,07:32,4,00-0023252,R.Gould,CHI,A Few Clouds,52,60,,Candlestick Park,Kentucky Bluegrass,Open
426,21,1,4,10:15,4,00-0011970,J.Nedney,SF,A Few Clouds,52,60,,Candlestick Park,Kentucky Bluegrass,Open
427,35,1,1,11:20,4,00-0004811,J.Elam,ATL,Mostly Cloudy,55,71,,Bank of America Stadium,Grass,Open
428,24,1,3,09:25,4,00-0004811,J.Elam,ATL,Mostly Cloudy,55,71,,Bank of America Stadium,Grass,Open
429,34,0,4,06:39,4,00-0004811,J.Elam,ATL,Mostly Cloudy,55,71,,Bank of America Stadium,Grass,Open
430,51,1,1,11:30,4,00-0026138,C.Barth,TB,Clear,0,0,,Hard Rock Stadium,Grass,Open
431,49,1,2,07:25,4,00-0026003,D.Carpenter,MIA,Clear,0,0,,Hard Rock Stadium,Grass,Open
432,50,1,2,02:42,4,00-0026138,C.Barth,TB,Clear,0,0,,Hard Rock Stadium,Grass,Open
433,30,1,2,00:10,1,00-0026003,D.Carpenter,MIA,Clear,0,0,,Hard Rock Stadium,Grass,Open
434,54,1,3,04:10,4,00-0026138,C.Barth,TB,Clear,0,0,,Hard Rock Stadium,Grass,Open
435,45,1,4,06:09,4,00-0026003,D.Carpenter,MIA,Clear,0,0,,Hard Rock Stadium,Grass,Open
436,25,1,4,00:14,1,00-0026003,D.Carpenter,MIA,Clear,0,0,,Hard Rock Stadium,Grass,Open
437,22,1,1,09:21,4,00-0010072,R.Longwell,MIN,Mostly Cloudy,73,39,,Hubert H. Humphrey Metrodome,Fieldturf,Dome
438,48,0,1,03:35,4,00-0006800,J.Hanson,DET,Mostly Cloudy,73,39,,Hubert H. Humphrey Metrodome,Fieldturf,Dome
439,38,1,2,00:08,3,00-0006800,J.Hanson,DET,Mostly Cloudy,73,39,,Hubert H. Humphrey Metrodome,Fieldturf,Dome
440,35,1,4,07:39,4,00-0010072,R.Longwell,MIN,Mostly Cloudy,73,39,,Hubert H. Humphrey Metrodome,Fieldturf,Dome
441,32,1,1,08:21,4,00-0019770,J.Feely,NYJ,Overcast,76,63,,MetLife Stadium,Fieldturf,Open
442,49,0,1,03:11,4,00-0022874,J.Scobee,JAC,Overcast,76,63,,MetLife Stadium,Fieldturf,Open
